title,Description,Room Categories,Item Categories,Item Attributes,Price,Sku,URL,Image URLs,Brand,Color,Retailer,Width,Height,Depth
"Farmington Nightstand, Ivory Oak *D","This Ameriwood Home Farmington Nightstand features a beautiful rustic style for a country themed bedroomMade of laminated particleboard and MDF, the weathered white woodgrain finish was influenced by aged barn wood and has a textured layer to emulate the look and feel of real woodThe Nightstand offers one drawer for concealed storage and an open cubby for storage for books or decorating accessoriesComplete your bedroom with other beautiful Farmington pieces (each sold separately)The Nightstand ships flat to your door and 2 adults are recommended for assembly. Top surface and cubby can each hold 40 lbs. The drawer will hold up to 15 lbs. Assembled dimensions: 24.41”H x 17.80”W x 17”DAmeriwood Home warrants this product to be free from defects and agrees to remedy any such defect. This warranty covers one year from the date of original purchaseWith over 30 years' experience in RTA furniture, Ameriwood Home offers a wide range of home furniture products for every room of the houseAcquired by Dorel Industries in 1978, Ameriwood Home has become a leader of RTA furniture growing in Bedroom, Home Office, Entertainment, Storage and Youth products",Bedroom Furniture,Nightstands,,149,5683341,https://www.afw.com/farmington-nightstand-ivory-oak,"https://images.afw.com/images/thumbs/0172816_5683341COM_03.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172817_5683341COM_09.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172818_5683341COM_04.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172819_5683341COM_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172820_5683341COM_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172821_5683341COM_08.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172822_5683341COM_02.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172823_5683341COM_01.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172824_5683341COM_06.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172825_5683341COM_05.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172826_5683341COM_07.jpg_100.jpeg",American Furniture Warehouse,White,afw.com,17.8,24.41,17
"Mya Park Nightstand with 2 Fabric Bins, White *D","Liven up your child’s bedroom or playroom with the vibrant Mya Park Collection from Ameriwood HomeFeaturing neutral engineered wood frames with colorful fabric bin drawers2 Fabric Bins offer plenty of storage for nighttime bedside essentialsLightweight construction and soft fabric bins are the perfect combination for a child’s bedroom or nurseryKeep your child’s favorite bedtime story books and other décor on the two open shelvesMix and match with the entire collection. (each sold separately)The Nightstand ships flat in one box and requires assembly. Two adults are recommended to assemble. Once assembled, the Nightstand measures to be 23.70“ W x 14.69“ D x 20.31“ HInterior Open Shelf Storage dimensions: 6.22 in. (15.8 cm) W x 8.03 in. (20.4 cm) H x 14.21 in.(36.1 cm) D. 0.41 cubic feet each shelf. Interior Bin Storage dimensions: 14.88 in. (37.8 cm) W x 8.03 in. (20.4 cm) H x 14.21 in. (36.1 cm) D. 0.98 cubic feet each binMax weight capacities: Top: 40 lbs. Open Shelves: 10 lbs. each. Bins: 10 lbs. each. Unit Weight: 32 lbs.",Bedroom Furniture,Nightstands,,119,1362813,https://www.afw.com/mya-park-nightstand-with-2-fabric-bins-white-4,"https://images.afw.com/images/thumbs/0173127_1362813COM_04.jpg_100.jpeg,https://images.afw.com/images/thumbs/0173128_1362813COM_02.jpg_100.jpeg,https://images.afw.com/images/thumbs/0173129_1362813COM_03.jpg_100.jpeg,https://images.afw.com/images/thumbs/0173130_1362813COM_01.jpg_100.jpeg,https://images.afw.com/images/thumbs/0173131_1362813COM_07.jpg_100.jpeg,https://images.afw.com/images/thumbs/0173132_1362813COM_06.jpg_100.jpeg",American Furniture Warehouse,White,afw.com,23.7,20.31,14.69
"Bassinger Nightstand, Gray Oak *D","Add a rustic touch to your bedroom with the Ameriwood Home Bassinger NightstandThe nightstand combines a textured distressed gray and brown woodgrain finish on particleboard and MDF with a pewter handle to give your bedroom a sleek and updated look that fits any décorAlong with a great place to put a reading lamp or alarm clock, the nightstand also features a drawer where you can store reading glasses, pens and paper, or your cell phone, and has a small cubby at the bottom of the stand that is a handy space to keep your books and magazinesCoordinate your bedroom with other Bassinger items such as the Adult Closet, Queen Headboard, 5 Drawer Dresser and 6 Drawer Dresser (each sold separately)Each Nightstand ships flat to your door and requires assembly upon opening. Two adults are recommended for proper assembly. The top shelf and bottom cubby can hold up to 40 lbs. and the drawer can hold 15 lbs. Assembled dimensions: 24.37”H x 19.69""W x 19.69""DWith over 30 years' experience in RTA furniture, Ameriwood Home offers a wide range of home furniture products for every room of the houseAcquired by Dorel Industries in 1978, Ameriwood Home has become a leader of RTA furniture growing in Bedroom, Home Office, Entertainment, Storage and Youth products",Bedroom Furniture,Nightstands,,139,5759337,https://www.afw.com/bassinger-nightstand-gray-oak,"https://images.afw.com/images/thumbs/0172350_5759337COM_04.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172351_5759337COM_01.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172352_5759337COM_03.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172353_5759337COM_02.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172354_5759337COM_05.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172355_5759337COM_06.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172356_5759337COM_07.jpg_100.jpeg",American Furniture Warehouse,Gray,afw.com,19.69,24.37,19.69
"Carver Nightstand, White *D","The Ameriwood Home Chapel Hill Nightstand will keep books, glasses, electronic devices and other bedtime essentials nearby while you prepare for bedMade almost entirely of painted laminated MDF with a laminated engineered wood top, the white finish pairs with the woodgrain top for a stunning two-tone lookThe top drawer is ideal for storing smaller items you want out of sight, and the open bottom is perfect for books or decorative items you want on displayComplete your bedroom with the entire Chapel Hill collection for a coordinated look (each sold separately)The Nightstand ships flat to your door and 2 adults are recommended to assemble. The top surface can hold up to 40 lbs. while the lower cubby can hold 30 lbs. The drawer can hold 15 lbs. Assembled dimensions: 25.25""H x 19.5""W x 15.75""DAmeriwood Home warrants this product to be free from defects and agrees to remedy any such defect. This warranty covers one year from the date of original purchaseWith over 30 years' experience in RTA furniture, Ameriwood Home offers a wide range of home furniture products for every room of the houseAcquired by Dorel Industries in 1978, Ameriwood Home has become a leader of RTA furniture growing in Bedroom, Home Office, Entertainment, Storage and Youth products",Bedroom Furniture,Nightstands,,159,5989296,https://www.afw.com/carver-nightstand-white,"https://images.afw.com/images/thumbs/0172455_5989296COM_09.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172456_5989296COM_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172457_5989296COM_02.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172458_5989296COM_05.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172459_5989296COM_01.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172460_5989296COM_06.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172461_5989296COM_03.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172462_5989296COM_04.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172463_5989296COM_12.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172464_5989296COM_08.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172465_5989296COM_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172466_5989296COM_07.jpg_100.jpeg",American Furniture Warehouse,White,afw.com,19.5,25.25,15.75
Contour Nightstand,Contour Nightstand by Holland House.Constructed of rubberwood solids and oak veneers.English and French dovetail drawer construction.Features two USB charging ports at the back of the nightstand and a light underneath the nightstand.Light switch is in the back of the nightstand.Ball bearing glides.,Bedroom Furniture,Nightstands,Wood,268,7001-410,https://www.afw.com/contour-nightstand,"https://images.afw.com/images/thumbs/0100676_7001-410_c95a3_100.jpeg,https://images.afw.com/images/thumbs/0100677_7001-410_2aaec_100.jpeg,https://images.afw.com/images/thumbs/0100678_7001-410_0f0f6_100.jpeg,https://images.afw.com/images/thumbs/0100679_7001-410_b6f55_100.jpeg,https://images.afw.com/images/thumbs/0100680_7001-410_491d9_100.jpeg,https://images.afw.com/images/thumbs/0100681_7001-410_c8be1_100.jpeg,https://images.afw.com/images/thumbs/0100682_7001-410_f4147_100.jpeg",American Furniture Warehouse,Brown/Espresso,afw.com,30,29,18
"Bassinger Nightstand, Ivory Oak *D","Add a rustic touch to your bedroom with the Ameriwood Home Bassinger NightstandThe Nightstand combines an off-white woodgrain finish on particleboard and MDF with a pewter handle to give your bedroom a sleek and updated look that fits any décorAlong with a great place to put a reading lamp or alarm clock, the Nightstand also features a drawer where you can store reading glasses, pens and paper, or your cell phone, and has a small cubby at the bottom of the Stand that is a handy space to keep your books and magazinesCoordinate your bedroom with other Bassinger items (each sold separately)Each Nightstand ships flat to your door and 2 adults are recommended for proper assembly. The top shelf and bottom cubby can hold up to 40 lbs. and the drawer can hold 15 lbs. Assembled dimensions: 24.37”H x 19.69""W x 19.69""DAmeriwood Home warrants this product to be free from defects and agrees to remedy any such defect. This warranty covers one year from the date of original purchaseWith over 30 years' experience in RTA furniture, Ameriwood Home offers a wide range of home furniture products for every room of the houseAcquired by Dorel Industries in 1978, Ameriwood Home has become a leader of RTA furniture growing in Bedroom, Home Office, Entertainment, Storage and Youth products",Bedroom Furniture,Nightstands,,139,5759341,https://www.afw.com/bassinger-nightstand-ivory-oak,"https://images.afw.com/images/thumbs/0172357_5759341COM_02.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172358_5759341COM_04.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172359_5759341COM_05.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172360_5759341COM_06.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172361_5759341COM_03.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172362_5759341COM_01.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172363_5759341COM_09.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172364_5759341COM_08.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172365_5759341COM_07.jpg_100.jpeg",American Furniture Warehouse,White,afw.com,19.69,24.37,19.69
Neilsville Nightstand,"Made with engineered wood (MDF/particleboard) and decorative laminateButcher block, whitewash finish over replicated pine grain with authentic touchMetal legs with a dark brown finishDark pewter-tone linear handlesSmooth-gliding drawers with vinyl-wrapped sides and backSafety is a top priority, clothing storage units are designed to meet the most current standard for stability, ASTM F 2057 (ASTM International)Drawers extend out to accommodate maximum access to drawer interior while maintaining safetyCustomer assembly is required.",Bedroom Furniture,Nightstands,Composite,68,EB2320-291,https://www.afw.com/neilsville-nightstand,"https://images.afw.com/images/thumbs/0172050_EB2320-291.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172053_ASHL-2320_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172052_EB2320-291-FAC.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172051_EB2320-291_1.jpg_100.jpeg",American Furniture Warehouse,White,afw.com,19.63,26,14.93
Elkhart 3 Drawer Nightstand,Constructed of Oak veneers and hardwood solids. Multi-step Black finish. Ball bearing drawer glides offer smooth operation and easy access to contents. Top drawers are felt lined to protect more delicate clothing from snagging. Cedar naturally resistant to pests lines the bottom drawers. Drawer interiors are fully sanded and sealed to ensure snag free storage. English dovetail interlocking joinery adds strength and durability to drawer box. Antiqued Bronze Metal Hardware.,Bedroom Furniture,Nightstands,Wood,248,2706-36,https://www.afw.com/elkhart-3-drawer-nightstand,"https://images.afw.com/images/thumbs/0176065_2706-36.jpg_100.jpeg,https://images.afw.com/images/thumbs/0176058_HOLAN-2706.jpg_100.jpeg,https://images.afw.com/images/thumbs/0176060_HOLAN-2706-MOOD_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0176063_HOLAN-2706-ALT.jpg_100.jpeg,https://images.afw.com/images/thumbs/0176053_2706-36_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0178548_HOLAN-2706_1-FAC.jpg_100.jpeg,https://images.afw.com/images/thumbs/0176054_2706-36_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0178550_HOLAN-2706_2-FAC.jpg_100.jpeg,https://images.afw.com/images/thumbs/0176055_2706-36_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0176056_2706-36_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0176057_2706-36_5.jpg_100.jpeg",American Furniture Warehouse,Black,afw.com,28,28,17
"Edgewater 1-Drawer Nightstand, Gray Oak *D","Made of laminated particleboard, the woodgrain finish pairs well with any styleengineered with a revolutionary new SwitchLock™ Assembly System, cutting assembly time nearly in halfThe concealed drawer and open shelf provide plenty of storage options for reading materials, cell phone, and glassesComplete your room with the entire collection (each sold separately)The Nightstand ships flat to your door and 2 adults are recommended to assemble. The top surface and cubby can each hold up to 50 lbs. The drawer can hold up to 20 lbs. Assembled dimensions: 24.13” H x 17.7” W x 15.67” D1-Year Limited Warranty Inlcluded",Bedroom Furniture,Nightstands,,119,8437917,https://www.afw.com/edgewater-1-drawer-nightstand-gray-oak,"https://images.afw.com/images/thumbs/0172626_8437917COM_03.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172627_8437917COM_07.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172628_8437917COM_06.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172629_8437917COM_13.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172630_8437917COM_05.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172631_8437917COM_04.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172632_8437917COM_01.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172633_8437917COM_02.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172634_8437917COM_08.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172635_8437917COM_09.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172636_8437917COM_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172637_8437917COM_17.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172638_8437917COM_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172639_8437917COM_12.jpg_100.jpeg",American Furniture Warehouse,Gray,afw.com,17.7,24.13,15.67
"Augusta 2-Drawer Nightstand, Natural *D","Create a rustic farmhouse oasis with the Ameriwood Home Augusta NightstandConstructed from engineered wood and particle boardEngineered with the new SwitchLock™ Assembly System and pre assembled drawer slides to cut assembly time in half2 spacious drawers for bedside belongingsAssembled measurements: 27.7""W x 15.7""D x 24.4""HDrawer measurements: 23.3"" W x 6.6"" H x 14.4"" DMaximum weight capacities: Top: 40 lbs. Drawers: 25 lbs. eachWall anchor included to keep your family safe1-Year Limited Warranty Included",Bedroom Furniture,Nightstands,,209,3391348,https://www.afw.com/augusta-2-drawer-nightstand-natural,"https://images.afw.com/images/thumbs/0172252_3391348COM_05.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172253_3391348COM_09.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172254_3391348COM_07.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172255_3391348COM_06.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172256_3391348COM_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172257_3391348COM_03.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172258_3391348COM_08.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172259_3391348COM_04.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172260_3391348COM_01.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172261_3391348COM_02.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172262_3391348COM_16.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172263_3391348COM_12.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172264_3391348COM_14.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172265_3391348COM_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0172266_3391348COM_13.jpg_100.jpeg",American Furniture Warehouse,Brown/Espresso,afw.com,27.7,24.4,15.7
